Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS▼
21,Slater Martin*,PG,30,MNL,72,,2838,309,863,.358,,,,309,863,.358,.358,329,395,.833,,,260,445,,,,202,947
22,Kenny Sears,PF,22,NYK,70,,2069,319,728,.438,,,,319,728,.438,.438,258,324,.796,,,616,114,,,,201,896
23,Ed Fleming,SG,22,ROC,71,,2028,306,824,.371,,,,306,824,.371,.371,277,372,.745,,,489,197,,,,178,889
24,Ray Felix,C,25,NYK,72,,1702,277,668,.415,,,,277,668,.415,.415,331,469,.706,,,623,47,,,,293,885
25,Jack Nichols,PF,29,BOS,60,,1964,330,799,.413,,,,330,799,.413,.413,200,253,.791,,,625,160,,,,228,860
26,Whitey Skoog,SG,29,MNL,72,,2311,340,854,.398,,,,340,854,.398,.398,155,193,.803,,,291,255,,,,232,835
27,Dick Schnittker,SF,27,MNL,72,,1930,254,647,.393,,,,254,647,.393,.393,304,355,.856,,,296,142,,,,253,812
28,Mel Hutchins,PF,27,FTW,66,,2240,325,764,.425,,,,325,764,.425,.425,142,221,.643,,,496,180,,,,166,792
29,Bob Houbregs*,C,23,FTW,70,,1535,247,575,.430,,,,247,575,.430,.430,283,383,.739,,,414,159,,,,147,777
30,Jim Baechtold,SF,28,NYK,70,,1738,268,695,.386,,,,268,695,.386,.386,233,291,.801,,,220,163,,,,156,769
31,Bobby Wanzer*,PG,34,ROC,72,,1980,245,651,.376,,,,245,651,.376,.376,259,360,.719,,,272,225,,,,151,749
32,George King,PG,27,SYR,72,,2343,284,763,.372,,,,284,763,.372,.372,176,275,.640,,,250,410,,,,150,744
33,Jack Stephens,SG,22,STL,72,,2219,248,643,.386,,,,248,643,.386,.386,247,357,.692,,,377,207,,,,144,743
34,Tom Gola*,SG,23,PHW,68,,2346,244,592,.412,,,,244,592,.412,.412,244,333,.733,,,616,404,,,,272,732
35,Red Rocha,C,32,SYR,72,,1883,250,692,.361,,,,250,692,.361,.361,220,281,.783,,,416,131,,,,244,720
36,Chuck Noble,SG,24,FTW,72,,2013,270,767,.352,,,,270,767,.352,.352,146,195,.749,,,261,282,,,,253,686
37,Gene Shue,PG,24,NYK,72,,1750,240,625,.384,,,,240,625,.384,.384,181,237,.764,,,212,179,,,,111,661
38,Paul Seymour,SG,28,SYR,57,,1826,227,670,.339,,,,227,670,.339,.339,188,233,.807,,,152,276,,,,130,642
39,Bob Harrison,PG,28,STL,72,,2219,260,725,.359,,,,260,725,.359,.359,97,146,.664,,,195,277,,,,246,617
40,Art Spoelstra,C,23,ROC,72,,1640,226,576,.392,,,,226,576,.392,.392,163,238,.685,,,436,95,,,,248,615
41,Earl Lloyd*,SF,27,SYR,72,,1837,213,636,.335,,,,213,636,.335,.335,186,241,.772,,,492,116,,,,267,612
42,Dick Ricketts,PF,22,TOT,68,,1943,235,752,.313,,,,235,752,.313,.313,138,195,.708,,,490,206,,,,287,608
43,Jim Loscutoff,SF,25,BOS,71,,1582,226,628,.360,,,,226,628,.360,.360,139,207,.671,,,622,65,,,,213,591
44,Ed Kalafat,SF,23,MNL,72,,1639,194,540,.359,,,,194,540,.359,.359,186,252,.738,,,440,130,,,,236,574
45,Richie Regan,PG,25,ROC,72,,1746,240,681,.352,,,,240,681,.352,.352,85,133,.639,,,174,222,,,,179,565
46,Nat Clifton*,PF,33,NYK,64,,1537,213,541,.394,,,,213,541,.394,.394,135,191,.707,,,386,151,,,,189,561
47,Arnie Risen*,C,31,BOS,68,,1597,189,493,.383,,,,189,493,.383,.383,170,240,.708,,,553,88,,,,300,548
48,Corky Devlin,SG,24,FTW,69,,1535,200,541,.370,,,,200,541,.370,.370,146,192,.760,,,171,138,,,,119,546
49,Al Ferrari,SF,22,STL,68,,1611,191,534,.358,,,,191,534,.358,.358,164,236,.695,,,186,163,,,,192,546
50,Ed Conlin,SF,22,SYR,66,,1423,211,574,.368,,,,211,574,.368,.368,121,178,.680,,,326,145,,,,121,543
51,Billy Kenville,PG,25,SYR,72,,1278,170,448,.379,,,,170,448,.379,.379,195,257,.759,,,215,159,,,,132,535
52,Jack McMahon,PG,27,TOT,70,,1713,202,615,.328,,,,202,615,.328,.328,110,185,.595,,,180,222,,,,170,514
53,Ernie Barrett,SG,26,BOS,72,,1451,207,533,.388,,,,207,533,.388,.388,93,118,.788,,,243,174,,,,184,507
54,Dick Hemric,PF,22,BOS,71,,1329,161,400,.403,,,,161,400,.403,.403,177,273,.648,,,399,60,,,,142,499
55,Odie Spears,SF,31,FTW,72,,1378,166,468,.355,,,,166,468,.355,.355,159,201,.791,,,231,121,,,,191,491
56,Monk Meineke,PF,25,ROC,69,,1248,154,414,.372,,,,154,414,.372,.372,181,232,.780,,,316,102,,,,191,489
57,Dick Farley,SG,23,SYR,72,,1429,168,451,.373,,,,168,451,.373,.373,143,207,.691,,,165,151,,,,154,479
58,Walter Dukes,C,25,NYK,60,,1290,149,370,.403,,,,149,370,.403,.403,167,236,.708,,,443,39,,,,211,465
59,Dick McGuire*,PG,30,NYK,62,,1685,152,438,.347,,,,152,438,.347,.347,121,193,.627,,,220,362,,,,146,425
60,Andy Phillip*,PG,33,FTW,70,,2078,148,405,.365,,,,148,405,.365,.365,112,199,.563,,,257,410,,,,155,408
61,George Mikan*,C,31,MNL,37,,765,148,375,.395,,,,148,375,.395,.395,94,122,.770,,,308,53,,,,153,390
62,Dick Garmaker,SG,23,MNL,68,,870,138,373,.370,,,,138,373,.370,.370,112,139,.806,,,132,104,,,,127,388
63,Alex Hannum*,PF,32,STL,71,,1480,146,453,.322,,,,146,453,.322,.322,93,154,.604,,,344,157,,,,271,385
64,Togo Palazzi,SF,23,BOS,63,,703,145,373,.389,,,,145,373,.389,.389,85,124,.685,,,182,42,,,,87,375
65,Connie Simmons,PF,30,ROC,68,,903,144,428,.336,,,,144,428,.336,.336,78,129,.605,,,235,82,,,,142,366
66,Ernie Beck,SG,24,PHW,67,,1007,136,351,.387,,,,136,351,.387,.387,76,106,.717,,,196,79,,,,86,348
67,George Dempsey,PG,26,PHW,72,,1444,126,265,.475,,,,126,265,.475,.475,88,139,.633,,,264,205,,,,146,340
68,Walt Davis,PF,25,PHW,70,,1097,123,333,.369,,,,123,333,.369,.369,77,112,.688,,,276,56,,,,230,323
69,Chuck Mencel,PG,22,MNL,69,,973,120,375,.320,,,,120,375,.320,.320,78,96,.813,,,110,132,,,,74,318
70,Bob Peterson,SF,24,NYK,58,,779,121,303,.399,,,,121,303,.399,.399,68,104,.654,,,223,44,,,,123,310
71,Chuck Cooper*,SF,29,TOT,67,,1144,101,308,.328,,,,101,308,.328,.328,100,133,.752,,,239,89,,,,140,302
72,Lew Hitch,PF,26,MNL,69,,1129,94,235,.400,,,,94,235,.400,.400,100,132,.758,,,283,77,,,,85,288
73,Jim Tucker,PF,23,SYR,70,,895,101,290,.348,,,,101,290,.348,.348,66,83,.795,,,232,38,,,,166,268
74,Frankie Brian,PG,32,FTW,37,,680,78,263,.297,,,,78,263,.297,.297,72,88,.818,,,88,74,,,,62,228
75,Bob Schafer,SG,22,TOT,54,,578,81,270,.300,,,,81,270,.300,.300,62,81,.765,,,71,53,,,,75,224
76,Red Morrison,C,23,BOS,71,,910,89,240,.371,,,,89,240,.371,.371,44,89,.494,,,345,53,,,,159,222
77,Larry Hennessy,SG,26,PHW,53,,444,85,247,.344,,,,85,247,.344,.344,26,32,.813,,,49,46,,,,37,196
78,Frank Selvy,SG,23,STL,17,,444,67,183,.366,,,,67,183,.366,.366,53,71,.746,,,54,35,,,,38,187
79,Med Park,SF,22,STL,40,,424,53,152,.349,,,,53,152,.349,.349,44,70,.629,,,94,40,,,,64,150
80,Jesse Arnelle,PF,22,FTW,31,,409,52,164,.317,,,,52,164,.317,.317,43,69,.623,,,170,18,,,,60,147
81,Jackie Moore,SF,23,PHW,54,,402,50,129,.388,,,,50,129,.388,.388,32,53,.604,,,117,26,,,,80,132
82,Chris Harris,SG,22,TOT,41,,420,37,149,.248,,,,37,149,.248,.248,27,45,.600,,,44,44,,,,43,101
83,Dick Atha,SG,24,NYK,25,,288,36,88,.409,,,,36,88,.409,.409,21,27,.778,,,42,32,,,,39,93
84,Max Zaslofsky,SG,30,FTW,9,,182,29,81,.358,,,,29,81,.358,.358,30,35,.857,,,16,16,,,,18,88
85,Jim Holstein,SF,25,TOT,27,,352,24,89,.270,,,,24,89,.270,.270,24,37,.649,,,76,38,,,,51,72
86,Bob Williams,F,24,MNL,20,,173,21,46,.457,,,,21,46,.457,.457,24,45,.533,,,54,7,,,,36,66
87,Johnny Horan,F,23,TOT,19,,93,12,42,.286,,,,12,42,.286,.286,10,11,.909,,,10,2,,,,21,34
88,Ron Feiereisel,G,24,MNL,10,,59,8,28,.286,,,,8,28,.286,.286,14,16,.875,,,6,6,,,,9,30
89,Ernie Vandeweghe,F-G,27,NYK,5,,77,10,31,.323,,,,10,31,.323,.323,2,2,1.000,,,13,12,,,,15,22
90,Don Bielke,C,23,FTW,7,,38,5,9,.556,,,,5,9,.556,.556,4,7,.571,,,9,1,,,,9,14
91,Bob Santini,F,20,NYK,4,,23,5,10,.500,,,,5,10,.500,.500,1,2,.500,,,3,1,,,,4,11
92,Red Davis,C,23,ROC,3,,16,0,6,.000,,,,0,6,.000,.000,2,2,1.000,,,4,1,,,,2,2
