Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS▼
19,Fred Carter,PG,30,PHI,82,,2992,665,1594,.417,,,,665,1594,.417,.417,219,312,.702,113,186,299,372,137,13,,286,1549
20,Spencer Haywood*,PF,26,NYK,78,,2892,605,1360,.445,,,,605,1360,.445,.445,339,448,.757,234,644,878,92,53,80,,255,1549
21,Mike Newlin,SG,27,HOU,82,,3065,569,1123,.507,,,,569,1123,.507,.507,385,445,.865,72,264,336,457,106,5,,263,1523
22,Alvan Adams,C,21,PHO,80,,2656,629,1341,.469,,,,629,1341,.469,.469,261,355,.735,215,512,727,450,121,116,,274,1519
23,Sidney Wicks,PF,26,POR,79,,3044,580,1201,.483,,,,580,1201,.483,.483,345,512,.674,245,467,712,244,77,53,,250,1505
24,Dave Cowens*,C,27,BOS,78,,3101,611,1305,.468,,,,611,1305,.468,.468,257,340,.756,335,911,1246,325,94,71,,314,1479
25,Rudy Tomjanovich*,PF,27,HOU,79,,2912,622,1202,.517,,,,622,1202,.517,.517,221,288,.767,167,499,666,188,42,19,,206,1465
26,Jamaal Wilkes*,SF,22,GSW,82,,2716,617,1334,.463,,,,617,1334,.463,.463,227,294,.772,193,527,720,167,102,31,,222,1461
27,Gail Goodrich*,SG,32,LAL,75,,2646,583,1321,.441,,,,583,1321,.441,.441,293,346,.847,94,120,214,421,123,17,,238,1459
28,Bob Love,SF,33,CHI,76,,2823,543,1391,.390,,,,543,1391,.390,.390,362,452,.801,191,319,510,145,63,10,,233,1448
29,Charlie Scott*,SG,27,BOS,82,,2913,588,1309,.449,,,,588,1309,.449,.449,267,335,.797,106,252,358,341,103,24,,356,1443
30,Brian Winters,SG,23,MIL,78,,2795,618,1333,.464,,,,618,1333,.464,.464,180,217,.829,66,183,249,366,124,25,,240,1416
31,Lou Hudson,SG,31,ATL,81,,2558,569,1205,.472,,,,569,1205,.472,.472,237,291,.814,104,196,300,214,124,17,,241,1375
32,Bob Lanier*,C,27,DET,64,,2363,541,1017,.532,,,,541,1017,.532,.532,284,370,.768,217,529,746,217,79,86,,203,1366
33,Geoff Petrie,SG,27,POR,72,,2557,543,1177,.461,,,,543,1177,.461,.461,277,334,.829,38,130,168,330,82,5,,194,1363
34,Dave Bing*,PG,32,WSB,82,,2945,497,1113,.447,,,,497,1113,.447,.447,332,422,.787,94,143,237,492,118,23,,262,1326
35,Jim Chones,C,26,CLE,82,,2741,563,1258,.448,,,,563,1258,.448,.448,172,260,.662,197,542,739,163,42,93,,241,1298
36,John Havlicek*,SF,35,BOS,76,,2598,504,1121,.450,,,,504,1121,.450,.450,281,333,.844,116,198,314,278,97,29,,204,1289
37,Tom Burleson,C,23,SEA,82,,2647,496,1032,.481,,,,496,1032,.481,.481,291,388,.750,258,484,742,180,70,150,,273,1283
38,Curtis Rowe,PF,26,DET,80,,2998,514,1098,.468,,,,514,1098,.468,.468,252,342,.737,231,466,697,183,47,45,,209,1280
39,Scott Wedman,SF,23,KCK,82,,2968,538,1181,.456,,,,538,1181,.456,.456,191,245,.780,199,407,606,199,103,36,,280,1267
40,Mickey Johnson,PF,23,CHI,81,,2390,478,1033,.463,,,,478,1033,.463,.463,283,360,.786,279,479,758,130,93,66,,292,1239
41,Campy Russell,SF,24,CLE,82,,1961,483,1003,.482,,,,483,1003,.482,.482,266,344,.773,134,211,345,107,69,10,,231,1232
42,Elmore Smith,C,26,MIL,78,,2809,498,962,.518,,,,498,962,.518,.518,222,351,.632,201,692,893,97,78,238,,268,1218
43,Jim McMillian,SF,27,BUF,74,,2610,492,918,.536,,,,492,918,.536,.536,188,219,.858,134,256,390,205,88,14,,141,1172
44,Tom Henderson,PG,24,ATL,81,,2900,469,1136,.413,,,,469,1136,.413,.413,216,305,.708,58,207,265,374,137,10,,195,1154
45,Jimmy Walker,SG,31,KCK,73,,2490,459,950,.483,,,,459,950,.483,.483,231,267,.865,49,128,177,176,87,14,,186,1149
46,Steve Mix,SF,28,PHI,81,,3039,421,844,.499,,,,421,844,.499,.499,287,351,.818,215,447,662,216,158,29,,288,1129
47,Walt Frazier*,PG,30,NYK,59,,2427,470,969,.485,,,,470,969,.485,.485,186,226,.823,79,321,400,351,106,9,,163,1126
48,Lucius Allen,PG,28,LAL,76,,2388,461,1004,.459,,,,461,1004,.459,.459,197,254,.776,64,150,214,357,101,20,,241,1119
49,Bingo Smith,SG,29,CLE,81,,2338,495,1121,.442,,,,495,1121,.442,.442,111,136,.816,83,258,341,155,58,36,,231,1101
50,Slick Watts,PG,24,SEA,82,,2776,433,1015,.427,,,,433,1015,.427,.427,199,344,.578,112,253,365,661,261,16,,270,1065
51,Lloyd Neal,PF,25,POR,68,,2320,435,904,.481,,,,435,904,.481,.481,186,268,.694,145,440,585,118,53,107,,254,1056
52,Eric Money,PG,20,DET,80,,2267,449,947,.474,,,,449,947,.474,.474,145,180,.806,77,130,207,338,137,11,,243,1043
53,Nate Williams,SF,25,NOJ,81,,1935,421,948,.444,,,,421,948,.444,.444,197,239,.824,135,225,360,107,109,17,,253,1039
54,Dick Snyder,SG,31,CLE,82,,2274,441,881,.501,,,,441,881,.501,.501,155,188,.824,50,148,198,220,59,33,,215,1037
55,Sam Lacey,C,27,KCK,81,,3083,409,1019,.401,,,,409,1019,.401,.401,217,286,.759,218,806,1024,378,132,134,,286,1035
56,Kevin Kunnert,C,24,HOU,80,,2335,465,954,.487,,,,465,954,.487,.487,102,156,.654,267,520,787,155,57,105,,315,1032
57,Jim Cleamons,PG,26,CLE,82,,2835,413,887,.466,,,,413,887,.466,.466,174,218,.798,124,230,354,428,124,20,,214,1000
58,Bruce Seals,SF,22,SEA,81,,2435,388,889,.436,,,,388,889,.436,.436,181,267,.678,157,350,507,119,64,44,,314,957
59,Norm Van Lier,PG,28,CHI,76,,3026,361,987,.366,,,,361,987,.366,.366,235,319,.737,138,272,410,500,150,26,,298,957
60,Curtis Perry,PF,27,PHO,71,,2353,386,776,.497,,,,386,776,.497,.497,175,239,.732,197,487,684,182,84,66,,269,947
61,Gar Heard,PF,27,TOT,86,,2747,392,901,.435,,,,392,901,.435,.435,158,248,.637,247,622,869,190,117,96,,303,942
62,Jim Brewer,PF,24,CLE,82,,2913,400,874,.458,,,,400,874,.458,.458,140,214,.654,298,593,891,209,94,89,,214,940
63,Jim Price,PG,26,MIL,80,,2525,398,958,.415,,,,398,958,.415,.415,141,166,.849,74,187,261,395,148,32,,264,937
64,Truck Robinson,PF,24,WSB,82,,2055,354,779,.454,,,,354,779,.454,.454,211,314,.672,139,418,557,113,42,107,,239,919
65,Bill Bradley*,SF,32,NYK,82,,2709,392,906,.433,,,,392,906,.433,.433,130,148,.878,47,187,234,247,68,18,,256,914
66,Leonard Gray,PF,24,SEA,66,,2139,394,831,.474,,,,394,831,.474,.474,126,169,.746,109,289,398,203,75,36,,260,914
67,Gus Williams,PG,22,GSW,77,,1728,365,853,.428,,,,365,853,.428,.428,173,233,.742,62,97,159,240,140,26,,143,903
68,John Shumate,PF,23,TOT,75,,1976,332,592,.561,,,,332,592,.561,.561,212,326,.650,143,411,554,127,82,34,,159,876
69,Cazzie Russell,SF,31,LAL,74,,1625,371,802,.463,,,,371,802,.463,.463,132,148,.892,50,133,183,122,53,3,,122,874
70,Paul Silas,PF,32,BOS,81,,2662,315,740,.426,,,,315,740,.426,.426,236,333,.709,365,660,1025,203,56,33,,227,866
71,Jack Marin,SF,31,TOT,79,,1909,343,812,.422,,,,343,812,.422,.422,161,188,.856,69,183,252,141,45,11,,164,847
72,Joe Meriweather,C,22,HOU,81,,2042,338,684,.494,,,,338,684,.494,.494,154,239,.644,163,353,516,82,36,120,,219,830
73,Louie Nelson,SG,24,NOJ,66,,2030,327,755,.433,,,,327,755,.433,.433,169,230,.735,81,121,202,169,82,6,,147,823
74,Bill Walton*,C,23,POR,51,,1687,345,732,.471,,,,345,732,.471,.471,133,228,.583,132,549,681,220,49,82,,144,823
75,Ollie Johnson,SF,26,KCK,81,,2150,348,678,.513,,,,348,678,.513,.513,125,149,.839,116,241,357,146,67,42,,217,821
76,Tom Van Arsdale,SF,32,ATL,75,,2026,346,785,.441,,,,346,785,.441,.441,126,166,.759,35,151,186,146,57,7,,202,818
77,Ken Charles,SG,24,BUF,81,,2247,328,719,.456,,,,328,719,.456,.456,161,205,.785,58,161,219,204,123,48,,257,817
78,Lionel Hollins,PG,22,POR,74,,1891,311,738,.421,,,,311,738,.421,.421,178,247,.721,39,136,175,306,131,28,,235,800
79,Larry Steele,SG,26,POR,81,,2382,322,651,.495,,,,322,651,.495,.495,154,203,.759,77,215,292,324,170,19,,289,798
80,Larry McNeill,PF,25,KCK,82,,1613,295,610,.484,,,,295,610,.484,.484,207,273,.758,157,353,510,72,51,32,,244,797
81,Ed Ratleff,SF,25,HOU,72,,2401,314,647,.485,,,,314,647,.485,.485,168,206,.816,107,272,379,260,114,37,,234,796
82,John Gianelli,C,25,NYK,82,,2332,325,687,.473,,,,325,687,.473,.473,114,160,.713,187,365,552,115,25,62,,194,764
83,Ron Behagen,PF,25,NOJ,66,,1733,308,691,.446,,,,308,691,.446,.446,144,179,.804,190,363,553,139,67,26,,222,760
84,Al Eberhard,SF,23,DET,81,,2066,283,683,.414,,,,283,683,.414,.414,191,229,.834,139,251,390,83,87,15,,250,757
85,John Johnson,SF,28,TOT,76,,1697,316,697,.453,,,,316,697,.453,.453,120,155,.774,94,238,332,217,57,36,,194,752
86,Wes Unseld*,C,29,WSB,78,,2922,318,567,.561,,,,318,567,.561,.561,114,195,.585,271,765,1036,404,84,59,,203,750
87,Dick Van Arsdale,SG,32,PHO,58,,1870,276,570,.484,,,,276,570,.484,.484,195,235,.830,39,98,137,140,52,11,,113,747
88,Keith Erickson,SF,31,PHO,74,,1850,305,649,.470,,,,305,649,.470,.470,134,157,.854,106,226,332,185,79,6,,196,744
89,Charles Johnson,PG,26,GSW,81,,1549,342,732,.467,,,,342,732,.467,.467,60,79,.759,77,125,202,122,100,7,,178,744
90,Henry Bibby,PG,26,NOJ,79,,1772,266,622,.428,,,,266,622,.428,.428,200,251,.797,58,121,179,225,62,3,,165,732
91,Otto Moore,C,29,NOJ,81,,2407,293,672,.436,,,,293,672,.436,.436,144,226,.637,162,631,793,216,85,136,,250,730
92,Don Ford,SF,23,LAL,76,,1838,311,710,.438,,,,311,710,.438,.438,104,139,.748,118,215,333,111,50,14,,186,726
93,John Mengelt,SG,26,DET,67,,1105,264,540,.489,,,,264,540,.489,.489,192,237,.810,27,88,115,108,40,5,,138,720
94,Ricky Sobers,SG,23,PHO,78,,1898,280,623,.449,,,,280,623,.449,.449,158,192,.823,80,179,259,215,106,7,,253,718
95,Junior Bridgeman,SF,22,MIL,81,,1646,286,651,.439,,,,286,651,.439,.439,128,161,.795,113,181,294,157,52,21,,235,700
96,Donnie Freeman,SG,31,LAL,64,,1480,263,606,.434,,,,263,606,.434,.434,163,199,.819,72,108,180,171,57,11,,160,689
97,Herm Gilliam,SG,29,SEA,81,,1644,299,676,.442,,,,299,676,.442,.442,90,116,.776,56,164,220,202,82,12,,139,688
98,Chris Ford,SG,27,DET,82,,2198,301,707,.426,,,,301,707,.426,.426,83,115,.722,80,211,291,272,178,24,,222,685
99,Aaron James,SF,23,NOJ,75,,1346,262,594,.441,,,,262,594,.441,.441,153,204,.750,93,156,249,59,33,6,,172,677
100,Howard Porter,SF,27,DET,75,,1482,298,635,.469,,,,298,635,.469,.469,73,97,.753,81,214,295,25,31,36,,133,669
101,Dwight Jones,C,23,ATL,66,,1762,251,542,.463,,,,251,542,.463,.463,163,219,.744,171,353,524,83,52,61,,214,665
102,Austin Carr,SG,27,CLE,65,,1282,276,625,.442,,,,276,625,.442,.442,106,134,.791,67,65,132,122,37,2,,92,658
103,John Laskowski,SG,22,CHI,71,,1570,284,690,.412,,,,284,690,.412,.412,87,120,.725,52,167,219,55,56,10,,90,655
104,Mike Riordan,SF,30,WSB,78,,1943,291,662,.440,,,,291,662,.440,.440,71,96,.740,44,143,187,122,54,13,,201,653
105,Tom Boerwinkle,C,30,CHI,74,,2045,265,530,.500,,,,265,530,.500,.500,118,177,.667,263,529,792,283,47,52,,263,648
106,Gary Brokaw,SG,22,MIL,75,,1468,237,519,.457,,,,237,519,.457,.457,159,227,.700,26,99,125,246,37,17,,138,633
107,George Trapp,PF,27,DET,76,,1091,278,602,.462,,,,278,602,.462,.462,63,88,.716,79,150,229,50,33,23,,167,619
108,Connie Hawkins*,PF,33,ATL,74,,1907,237,530,.447,,,,237,530,.447,.447,136,191,.712,102,343,445,212,80,46,,172,610
109,Bill Robinzine,PF,23,KCK,75,,1327,229,499,.459,,,,229,499,.459,.459,145,198,.732,128,227,355,60,80,8,,290,603
110,Neal Walk,C,27,NYK,82,,1340,262,607,.432,,,,262,607,.432,.432,79,99,.798,98,291,389,119,26,22,,209,603
111,Butch Beard,PG,28,TOT,75,,1704,228,496,.460,,,,228,496,.460,.460,144,192,.750,103,207,310,218,81,8,,216,600
112,Archie Clark,SG,34,DET,79,,1589,250,577,.433,,,,250,577,.433,.433,100,116,.862,27,110,137,218,62,4,,157,600
113,John Brown,PF,24,ATL,75,,1758,215,486,.442,,,,215,486,.442,.442,162,209,.775,146,257,403,126,45,16,,235,592
114,Cornell Warner,PF,27,LAL,81,,2512,251,524,.479,,,,251,524,.479,.479,89,128,.695,223,499,722,106,55,46,,283,591
115,World B. Free,SG,22,PHI,71,,1121,239,533,.448,,,,239,533,.448,.448,112,186,.602,64,61,125,104,37,6,,107,590
116,Mike Bantom,SF,24,TOT,73,,1571,220,476,.462,,,,220,476,.462,.462,136,199,.683,140,251,391,105,28,28,,221,576
117,Mike Sojourner,C,22,ATL,67,,1602,248,524,.473,,,,248,524,.473,.473,80,119,.672,126,323,449,58,38,40,,174,576
118,Clifford Ray,C,27,GSW,82,,2184,212,404,.525,,,,212,404,.525,.525,140,230,.609,270,506,776,149,78,83,,247,564
119,Joe Bryant,PF,21,PHI,75,,1203,233,552,.422,,,,233,552,.422,.422,92,147,.626,97,181,278,61,44,23,,165,558
120,Leon Benbow,SG,25,CHI,76,,1586,219,551,.397,,,,219,551,.397,.397,105,140,.750,65,111,176,158,62,11,,186,543
121,Nick Weatherspoon,SF,25,WSB,64,,1083,218,458,.476,,,,218,458,.476,.476,96,137,.701,85,189,274,55,46,16,,172,532
122,Dave Meyers,PF,22,MIL,72,,1589,198,472,.419,,,,198,472,.419,.419,135,210,.643,121,324,445,100,72,25,,145,531
123,Rich Kelley,C,22,NOJ,75,,1346,184,379,.485,,,,184,379,.485,.485,159,205,.776,193,335,528,155,52,60,,209,527
124,Charles Dudley,PG,25,GSW,82,,1456,182,345,.528,,,,182,345,.528,.528,157,245,.641,112,157,269,239,77,2,,170,521
125,Bob Gross,SF,22,POR,76,,1474,209,400,.523,,,,209,400,.523,.523,97,142,.683,138,169,307,163,91,43,,186,515
126,Bud Stallworth,SF,26,NOJ,56,,1051,211,483,.437,,,,211,483,.437,.437,85,124,.685,42,103,145,53,30,17,,135,507
127,Derrek Dickey,PF,24,GSW,79,,1207,220,473,.465,,,,220,473,.465,.465,62,79,.785,114,235,349,83,26,11,,141,502
128,Kevin Restani,PF,24,MIL,82,,1650,234,493,.475,,,,234,493,.475,.475,24,42,.571,115,261,376,96,36,12,,151,492
129,E.C. Coleman,PF,25,NOJ,67,,1850,216,479,.451,,,,216,479,.451,.451,59,89,.663,124,295,419,87,56,30,,227,491
130,Steve Hawes,C,25,TOT,72,,1411,199,403,.494,,,,199,403,.494,.494,87,120,.725,171,326,497,115,44,25,,169,485
131,Phil Jackson*,PF,30,NYK,80,,1461,185,387,.478,,,,185,387,.478,.478,110,150,.733,80,263,343,105,41,20,,275,480
132,Nate Hawthorne,SG,26,PHO,79,,1144,182,423,.430,,,,182,423,.430,.430,115,170,.676,86,123,209,46,33,15,,147,479
133,Don Nelson*,SF,35,BOS,75,,943,175,379,.462,,,,175,379,.462,.462,127,161,.789,56,126,182,77,14,7,,115,477
134,Ernie DiGregorio,PG,25,BUF,67,,1364,182,474,.384,,,,182,474,.384,.384,86,94,.915,15,97,112,265,37,1,,158,450
135,Willie Norwood,SF,28,SEA,64,,1004,146,301,.485,,,,146,301,.485,.485,152,203,.749,91,138,229,59,42,4,,139,444
136,Bobby Wilson,SG,25,CHI,58,,856,197,489,.403,,,,197,489,.403,.403,43,58,.741,32,62,94,52,25,2,,96,437
137,Cliff Pondexter,PF,21,CHI,75,,1326,156,380,.411,,,,156,380,.411,.411,122,182,.670,113,268,381,90,28,26,,134,434
138,Glenn Hansen,SG,23,KCK,66,,1145,173,420,.412,,,,173,420,.412,.412,85,117,.726,77,110,187,67,47,13,,144,431
139,Glenn McDonald,SF,23,BOS,75,,1019,191,456,.419,,,,191,456,.419,.419,40,56,.714,56,79,135,68,39,20,,123,422
140,Jim Barnett,SG,31,NYK,71,,1026,164,371,.442,,,,164,371,.442,.442,90,114,.789,48,40,88,90,24,3,,86,418
141,Steve Jones,SG,33,POR,64,,819,168,380,.442,,,,168,380,.442,.442,78,94,.830,13,62,75,63,17,6,,96,414
142,Dean Meminger,SG,27,ATL,68,,1418,155,379,.409,,,,155,379,.409,.409,100,152,.658,65,86,151,222,54,8,,116,410
143,Corky Calhoun,SF,25,LAL,76,,1816,172,368,.467,,,,172,368,.467,.467,65,83,.783,117,224,341,85,62,35,,216,409
144,Kevin Stacom,SG,24,BOS,77,,1114,170,387,.439,,,,170,387,.439,.439,68,91,.747,62,99,161,128,23,5,,117,408
145,George Johnson,C,27,GSW,82,,1745,165,341,.484,,,,165,341,.484,.484,70,104,.673,200,427,627,82,51,174,,275,400
146,Connie Norman,SG,22,PHI,65,,818,183,422,.434,,,,183,422,.434,.434,20,24,.833,51,50,101,66,28,7,,87,386
147,Jim McElroy,PG,22,NOJ,51,,1134,151,296,.510,,,,151,296,.510,.510,81,110,.736,34,76,110,107,44,4,,70,383
148,Jimmy Jones,PG,31,WSB,64,,1133,153,308,.497,,,,153,308,.497,.497,72,94,.766,32,99,131,120,33,5,,127,378
149,Foots Walker,PG,24,CLE,81,,1280,143,369,.388,,,,143,369,.388,.388,84,108,.778,53,129,182,288,98,5,,136,370
150,Dennis Awtrey,C,27,PHO,74,,1376,142,304,.467,,,,142,304,.467,.467,75,109,.688,93,200,293,159,21,22,,153,359
151,Clem Haskins,SG,32,WSB,55,,737,148,269,.550,,,,148,269,.550,.550,54,65,.831,12,42,54,73,23,8,,79,350
152,Nate Thurmond*,C,34,TOT,78,,1393,142,337,.421,,,,142,337,.421,.421,62,123,.504,115,300,415,94,22,98,,160,346
153,Steve Kuberski,C-SF,28,TOT,70,,967,135,291,.464,,,,135,291,.464,.464,71,79,.899,90,169,259,47,12,13,,133,341
154,Dick Gibbs,SF,27,BUF,72,,866,129,301,.429,,,,129,301,.429,.429,77,93,.828,42,64,106,49,16,14,,133,335
155,Tal Skinner,SF,23,SEA,72,,1224,132,285,.463,,,,132,285,.463,.463,49,80,.613,89,175,264,67,50,7,,116,313
156,Clyde Lee,C,31,PHI,79,,1421,123,282,.436,,,,123,282,.436,.436,63,95,.663,164,289,453,59,23,27,,188,309
157,Frank Oleynick,SG,20,SEA,52,,650,127,316,.402,,,,127,316,.402,.402,53,77,.688,10,35,45,53,21,6,,62,307
158,Dwight Davis,PF,26,GSW,72,,866,111,269,.413,,,,111,269,.413,.413,78,113,.690,86,139,225,46,20,28,,141,300
159,Bill Willoughby,SF,18,ATL,62,,870,113,284,.398,,,,113,284,.398,.398,66,100,.660,103,185,288,31,37,29,,87,292
160,Pat Riley*,SG,30,TOT,62,,813,117,301,.389,,,,117,301,.389,.389,55,77,.714,16,34,50,57,22,6,,112,289
161,Jim Ard,C,27,BOS,81,,853,107,294,.364,,,,107,294,.364,.364,71,100,.710,96,193,289,48,12,36,,141,285
162,Clyde Mayes,PF,22,MIL,65,,948,114,248,.460,,,,114,248,.460,.460,56,97,.577,97,166,263,37,9,42,,154,284
163,LaRue Martin,C,25,POR,63,,889,109,302,.361,,,,109,302,.361,.361,57,77,.740,68,243,311,72,6,23,,126,275
164,Billy Cunningham*,SF,32,PHI,20,,640,103,251,.410,,,,103,251,.410,.410,68,88,.773,29,118,147,107,24,10,,57,274
165,Lindsay Hairston,SF,24,DET,47,,651,104,228,.456,,,,104,228,.456,.456,65,112,.580,65,114,179,21,21,32,,84,273
166,Jim Fox,C,32,MIL,70,,918,105,203,.517,,,,105,203,.517,.517,62,79,.785,82,153,235,42,27,16,,129,272
167,Rowland Garrett,SF,25,TOT,55,,540,108,258,.419,,,,108,258,.419,.419,53,65,.815,45,72,117,17,25,7,,68,269
168,Ron Riley,PF,25,HOU,65,,1049,115,280,.411,,,,115,280,.411,.411,38,56,.679,91,213,304,75,32,21,,137,268
169,Harvey Catchings,C,24,PHI,75,,1731,103,242,.426,,,,103,242,.426,.426,58,96,.604,191,329,520,63,21,164,,262,264
170,Stu Lantz,PG,29,LAL,53,,853,85,204,.417,,,,85,204,.417,.417,80,89,.899,28,71,99,76,27,3,,105,250
171,Kevin Porter,PG,25,DET,19,,687,99,235,.421,,,,99,235,.421,.421,42,56,.750,14,30,44,193,35,3,,83,240
172,Tom McMillen,C,23,BUF,50,,708,96,222,.432,,,,96,222,.432,.432,41,54,.759,64,122,186,69,7,6,,87,233
173,Dan Anderson,PG,25,POR,52,,614,88,181,.486,,,,88,181,.486,.486,51,61,.836,15,47,62,85,20,2,,58,227
174,Jerry Sloan*,SG,33,CHI,22,,617,84,210,.400,,,,84,210,.400,.400,55,78,.705,40,76,116,22,27,5,,77,223
175,Bob Weiss,PG,33,BUF,66,,995,89,183,.486,,,,89,183,.486,.486,35,48,.729,13,53,66,150,48,14,,94,213
176,Kevin Grevey,SF,22,WSB,56,,504,79,213,.371,,,,79,213,.371,.371,52,58,.897,24,36,60,27,13,3,,65,210
177,Steve Patterson,C,27,TOT,66,,918,84,220,.382,,,,84,220,.382,.382,34,54,.630,80,148,228,80,16,16,,93,202
178,Wilbur Holland,SG,24,ATL,33,,351,85,213,.399,,,,85,213,.399,.399,22,34,.647,15,26,41,26,20,2,,48,192
179,Rod Derline,SG,23,SEA,49,,339,73,181,.403,,,,73,181,.403,.403,45,56,.804,8,19,27,26,11,1,,22,191
180,Rick Roberson,C,28,KCK,74,,709,73,180,.406,,,,73,180,.406,.406,42,103,.408,74,159,233,53,18,17,,126,188
181,Harthorne Wingo,PF,28,NYK,57,,533,72,163,.442,,,,72,163,.442,.442,40,60,.667,46,61,107,18,19,8,,59,184
182,Freddie Boyd,SG-PG,25,TOT,36,,617,74,171,.433,,,,74,171,.433,.433,29,51,.569,4,28,32,80,28,7,,59,177
183,Dale Schlueter,C,30,BUF,71,,773,61,122,.500,,,,61,122,.500,.500,54,81,.667,58,166,224,80,13,17,,141,176
184,Don Adams,SF,28,BUF,56,,704,67,170,.394,,,,67,170,.394,.394,40,57,.702,38,107,145,73,30,7,,128,174
185,Mel Davis,PF,25,NYK,42,,408,76,193,.394,,,,76,193,.394,.394,22,29,.759,43,105,148,31,16,5,,56,174
186,Barry Clemens,SF,32,POR,49,,443,70,143,.490,,,,70,143,.490,.490,31,35,.886,27,43,70,33,27,7,,57,171
187,Dave Wohl,PG,26,HOU,50,,700,66,163,.405,,,,66,163,.405,.405,38,49,.776,9,47,56,112,26,1,,112,170
188,Earl Williams,C,24,DET,46,,562,73,152,.480,,,,73,152,.480,.480,22,44,.500,103,148,251,18,22,20,,81,168
189,Matt Guokas,SG,31,TOT,56,,793,73,173,.422,,,,73,173,.422,.422,18,27,.667,22,41,63,70,18,3,,76,164
190,Mickey Davis,SF,25,MIL,45,,411,55,152,.362,,,,55,152,.362,.362,50,63,.794,25,59,84,37,13,2,,36,160
191,Leroy Ellis,C,35,PHI,29,,489,61,132,.462,,,,61,132,.462,.462,17,28,.607,47,75,122,21,16,9,,62,139
192,Jeff Mullins,SG,33,GSW,29,,311,58,120,.483,,,,58,120,.483,.483,23,29,.793,12,20,32,39,14,1,,36,139
193,Cliff Meely,PF,28,TOT,34,,313,52,132,.394,,,,52,132,.394,.394,33,48,.688,22,75,97,19,14,8,,61,137
194,Jon McGlocklin,SG,32,MIL,33,,336,63,148,.426,,,,63,148,.426,.426,9,10,.900,3,14,17,38,8,0,,18,135
195,Bubbles Hawkins,SG,21,GSW,32,,153,53,104,.510,,,,53,104,.510,.510,20,31,.645,16,14,30,16,10,8,,31,126
196,John Lambert,PF,23,CLE,54,,333,49,110,.445,,,,49,110,.445,.445,25,37,.676,37,65,102,16,8,12,,54,123
197,Kermit Washington,PF,24,LAL,36,,492,39,90,.433,,,,39,90,.433,.433,45,66,.682,51,114,165,20,11,26,,76,123
