Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS▼
26,Jack Coleman,PF,27,ROC,66,,2606,308,742,.415,,,,308,742,.415,.415,120,169,.710,,,692,208,,,,218,736
27,Dick Mehen,PF,29,MLH,65,,2294,293,824,.356,,,,293,824,.356,.356,117,167,.701,,,282,171,,,,209,703
28,Bill Sharman*,SG,25,BOS,63,,1389,244,628,.389,,,,244,628,.389,.389,183,213,.859,,,221,151,,,,181,671
29,Paul Walther,SG,24,INO,55,,1903,220,549,.401,,,,220,549,.401,.401,231,308,.750,,,246,137,,,,171,671
30,Nat Clifton*,PF,29,NYK,62,,2101,244,729,.335,,,,244,729,.335,.335,170,256,.664,,,731,209,,,,227,658
31,George King,PG,23,SYR,66,,1889,235,579,.406,,,,235,579,.406,.406,188,264,.712,,,274,244,,,,199,658
32,Arnie Johnson,SF,31,ROC,66,,2158,178,411,.433,,,,178,411,.433,.433,301,387,.778,,,404,182,,,,259,657
33,Don Boven,SG,26,MLH,66,,1982,200,668,.299,,,,200,668,.299,.299,256,350,.731,,,336,177,,,,271,656
34,Bob Lavoy,PF,25,INO,63,,1829,240,604,.397,,,,240,604,.397,.397,168,223,.753,,,479,107,,,,210,648
35,Connie Simmons,C,26,NYK,66,,1558,227,600,.378,,,,227,600,.378,.378,175,254,.689,,,471,121,,,,214,629
36,Slater Martin*,PG,26,MNL,66,,2480,237,632,.375,,,,237,632,.375,.375,142,190,.747,,,228,249,,,,226,616
37,Bill Tosheff,PG,25,INO,65,,2055,213,651,.327,,,,213,651,.327,.327,182,221,.824,,,216,222,,,,204,608
38,Mel Hutchins,C,23,MLH,66,,2618,231,633,.365,,,,231,633,.365,.365,145,225,.644,,,880,190,,,,192,607
39,Frank Kudelka,SF,26,BLB,65,,1583,204,614,.332,,,,204,614,.332,.332,198,258,.767,,,275,183,,,,220,606
40,Paul Seymour,SG,24,SYR,66,,2209,206,615,.335,,,,206,615,.335,.335,186,245,.759,,,225,220,,,,165,598
41,Dick McGuire*,PG,26,NYK,64,,2018,204,474,.430,,,,204,474,.430,.430,183,290,.631,,,332,388,,,,181,591
42,Jack Kerris,PF,27,FTW,66,,2148,186,480,.388,,,,186,480,.388,.388,217,325,.668,,,514,212,,,,265,589
43,Ralph O'Brien,SG,23,INO,64,,1577,228,613,.372,,,,228,613,.372,.372,122,149,.819,,,122,124,,,,115,578
44,Odie Spears,SF,27,ROC,66,,1673,225,570,.395,,,,225,570,.395,.395,116,152,.763,,,303,163,,,,225,566
45,Bob Donham,SG,25,BOS,66,,1980,201,413,.487,,,,201,413,.487,.487,149,293,.509,,,330,228,,,,223,551
46,Chuck Cooper*,SF,25,BOS,66,,1976,197,545,.361,,,,197,545,.361,.361,149,201,.741,,,502,134,,,,219,543
47,Noble Jorgensen,C,26,SYR,66,,1318,190,460,.413,,,,190,460,.413,.413,149,187,.797,,,288,63,,,,190,529
48,Ernie Vandeweghe,SF,23,NYK,57,,1507,200,457,.438,,,,200,457,.438,.438,124,160,.775,,,264,164,,,,188,524
49,Ralph Johnson,PG,30,FTW,66,,2265,211,592,.356,,,,211,592,.356,.356,101,140,.721,,,222,210,,,,243,523
50,Ed Mikan,C,26,PHW,66,,1781,202,571,.354,,,,202,571,.354,.354,116,148,.784,,,492,87,,,,252,520
51,Bob Harris,PF,24,BOS,66,,1899,190,463,.410,,,,190,463,.410,.410,134,209,.641,,,531,120,,,,194,514
52,Vince Boryla,SF,24,NYK,42,,1440,202,522,.387,,,,202,522,.387,.387,96,115,.835,,,219,90,,,,121,500
53,George Ratkovicz,PF,29,SYR,66,,1356,165,473,.349,,,,165,473,.349,.349,163,242,.674,,,328,90,,,,235,493
54,Wally Osterkorn,SF,23,SYR,66,,1721,145,413,.351,,,,145,413,.351,.351,199,335,.594,,,444,117,,,,226,489
55,Bill Gabor,SG,29,SYR,57,,1085,173,538,.322,,,,173,538,.322,.322,142,183,.776,,,93,86,,,,188,488
56,George Senesky,PG,29,PHW,57,,1925,164,454,.361,,,,164,454,.361,.361,146,194,.753,,,232,280,,,,123,474
57,Dave Minor,SG,29,BLB,57,,1558,185,522,.354,,,,185,522,.354,.354,101,132,.765,,,275,160,,,,161,471
58,Ray Lumpp,SG,28,NYK,62,,1317,184,476,.387,,,,184,476,.387,.387,90,119,.756,,,125,123,,,,165,458
59,Don Lofgran,SF,22,INO,63,,1254,149,417,.357,,,,149,417,.357,.357,156,219,.712,,,257,48,,,,147,454
60,Kevin O'Shea,PG,26,TOT,65,,1725,153,466,.328,,,,153,466,.328,.328,144,210,.686,,,201,171,,,,175,450
61,Alex Hannum*,PF,28,TOT,66,,1508,170,462,.368,,,,170,462,.368,.368,98,138,.710,,,336,133,,,,271,438
62,Pep Saul,SG,27,TOT,64,,1479,157,436,.360,,,,157,436,.360,.360,119,153,.778,,,165,147,,,,120,433
63,Wah Wah Jones,PF,25,INO,58,,1320,164,524,.313,,,,164,524,.313,.313,102,136,.750,,,283,150,,,,137,430
64,Al Cervi*,PG,34,SYR,55,,850,99,280,.354,,,,99,280,.354,.354,219,248,.883,,,87,148,,,,176,417
65,Bob Brannum,PF,25,BOS,66,,1324,149,404,.369,,,,149,404,.369,.369,107,171,.626,,,406,76,,,,235,405
66,Bob Harrison,SG,24,MNL,65,,1712,156,487,.320,,,,156,487,.320,.320,89,124,.718,,,160,188,,,,203,401
67,Bill Calhoun,SG,24,BLB,55,,1594,129,409,.315,,,,129,409,.315,.315,125,183,.683,,,252,117,,,,84,383
68,Neil Johnston*,C,22,PHW,64,,993,141,299,.472,,,,141,299,.472,.472,100,151,.662,,,342,39,,,,154,382
69,Bill Closs,SF,30,FTW,57,,1120,120,389,.308,,,,120,389,.308,.308,107,157,.682,,,204,76,,,,125,347
70,Bones McKinney,SF,33,BOS,63,,1083,136,418,.325,,,,136,418,.325,.325,65,80,.813,,,175,111,,,,148,337
71,George Kaftan,SF,23,NYK,52,,955,115,307,.375,,,,115,307,.375,.375,92,134,.687,,,196,88,,,,107,322
72,Nelson Bobb,PG,27,PHW,62,,1192,110,306,.359,,,,110,306,.359,.359,99,167,.593,,,147,168,,,,182,319
73,Dillard Crocker,PF,27,TOT,38,,783,98,279,.351,,,,98,279,.351,.351,97,145,.669,,,111,57,,,,132,293
74,Gerry Calabrese,SG,26,SYR,58,,937,109,317,.344,,,,109,317,.344,.344,73,103,.709,,,84,83,,,,107,291
75,Red Holzman*,PG,31,ROC,65,,1065,104,372,.280,,,,104,372,.280,.280,61,85,.718,,,106,115,,,,95,269
76,Howie Schultz,PF,29,MNL,66,,1301,89,315,.283,,,,89,315,.283,.283,90,119,.756,,,246,102,,,,197,268
77,Don Rehfeldt,SF,25,TOT,39,,788,99,285,.347,,,,99,285,.347,.347,63,80,.788,,,243,50,,,,102,261
78,Walt Budko,PF,26,PHW,63,,1126,97,240,.404,,,,97,240,.404,.404,60,89,.674,,,232,91,,,,196,254
79,Chuck Share,C,24,FTW,63,,882,76,236,.322,,,,76,236,.322,.322,96,155,.619,,,331,66,,,,141,248
80,Bob Wilson,PG,25,MLH,63,,1308,79,264,.299,,,,79,264,.299,.299,78,135,.578,,,210,108,,,,172,236
81,Whitey Skoog,SG,25,MNL,35,,988,102,296,.345,,,,102,296,.345,.345,30,38,.789,,,122,60,,,,94,234
82,Red Owens,SG,26,TOT,29,,626,83,252,.329,,,,83,252,.329,.329,64,114,.561,,,102,64,,,,92,230
83,Joe Holland,SF,26,INO,55,,737,93,265,.351,,,,93,265,.351,.351,40,69,.580,,,166,47,,,,90,226
84,Lew Hitch,PF,22,MNL,61,,849,77,215,.358,,,,77,215,.358,.358,63,94,.670,,,243,50,,,,89,217
85,Alfred McGuire*,PG,23,NYK,59,,788,72,167,.431,,,,72,167,.431,.431,64,122,.525,,,121,107,,,,136,208
86,Brady Walker,PF,30,BLB,35,,699,89,217,.410,,,,89,217,.410,.410,26,34,.765,,,195,40,,,,38,204
87,Jake Fendley,SG,22,FTW,58,,651,54,170,.318,,,,54,170,.318,.318,75,95,.789,,,80,58,,,,118,183
88,John Mahnken,C,29,BOS,60,,581,78,227,.344,,,,78,227,.344,.344,26,43,.605,,,132,63,,,,91,182
89,Joe McNamee,SF,25,TOT,58,,695,68,222,.306,,,,68,222,.306,.306,30,50,.600,,,137,40,,,,108,166
90,Vern Gardner,SG,26,PHW,27,,507,72,194,.371,,,,72,194,.371,.371,15,23,.652,,,112,37,,,,60,159
91,Joe Hutton,SG,23,MNL,60,,723,53,158,.335,,,,53,158,.335,.335,49,70,.700,,,85,62,,,,110,155
92,Jim Slaughter,C,23,BLB,28,,525,53,165,.321,,,,53,165,.321,.321,41,68,.603,,,148,25,,,,81,147
93,Mel Payton,SF,25,PHW,45,,471,54,140,.386,,,,54,140,.386,.386,21,28,.750,,,83,45,,,,68,129
94,Dick Dickey,PG,25,BOS,45,,440,40,136,.294,,,,40,136,.294,.294,47,69,.681,,,81,50,,,,79,127
95,Cliff Barker,SG,31,INO,44,,494,48,161,.298,,,,48,161,.298,.298,30,51,.588,,,81,70,,,,56,126
96,Jack Kiley,SG,23,FTW,47,,477,44,193,.228,,,,44,193,.228,.228,30,54,.556,,,49,62,,,,54,118
97,Walt Kirk,PG,27,MLH,11,,396,28,101,.277,,,,28,101,.277,.277,55,78,.705,,,44,28,,,,47,111
98,Art Burris,SF,27,TOT,41,,514,42,156,.269,,,,42,156,.269,.269,26,39,.667,,,99,27,,,,69,110
99,Cal Christensen,SF,24,MLH,24,,374,29,96,.302,,,,29,96,.302,.302,30,57,.526,,,82,34,,,,47,88
100,Sam Ranzino,SG,23,ROC,39,,234,30,90,.333,,,,30,90,.333,.333,26,37,.703,,,39,25,,,,63,86
101,Ray Ragelis,SF,23,ROC,51,,337,25,96,.260,,,,25,96,.260,.260,18,29,.621,,,76,31,,,,62,68
102,Nate DeLong,C,26,MLH,17,,132,20,42,.476,,,,20,42,.476,.476,24,35,.686,,,31,14,,,,47,64
103,Stan Brown,F,22,PHW,15,,141,22,63,.349,,,,22,63,.349,.349,10,18,.556,,,17,9,,,,32,54
104,Herb Scherer,C,23,NYK,12,,167,19,65,.292,,,,19,65,.292,.292,9,14,.643,,,26,6,,,,25,47
105,Belus Smawley,SG,33,BLB,11,,139,13,63,.206,,,,13,63,.206,.206,14,17,.824,,,18,8,,,,9,40
106,Don Savage,F-G,23,SYR,12,,118,9,43,.209,,,,9,43,.209,.209,18,28,.643,,,24,12,,,,22,36
107,Ed Dahler,F,26,PHW,14,,112,14,38,.368,,,,14,38,.368,.368,7,7,1.000,,,22,5,,,,16,35
108,Gene Vance,G-F,28,MLH,7,,118,7,26,.269,,,,7,26,.269,.269,9,14,.643,,,15,9,,,,18,23
109,Charlie Black,F-C,30,MLH,13,,117,6,31,.194,,,,6,31,.194,.194,5,12,.417,,,31,9,,,,31,17
110,Elmer Behnke,C,22,MLH,4,,55,6,22,.273,,,,6,22,.273,.273,4,7,.571,,,17,4,,,,13,16
111,John McConathy,F,21,MLH,11,,106,4,29,.138,,,,4,29,.138,.138,6,14,.429,,,20,8,,,,7,14
112,John Rennicke,G,22,MLH,6,,54,4,18,.222,,,,4,18,.222,.222,3,9,.333,,,9,1,,,,7,11
113,Jerry Fowler,C,24,MLH,6,,41,4,13,.308,,,,4,13,.308,.308,1,4,.250,,,10,2,,,,9,9
114,Paul Noel,F,27,ROC,8,,32,2,9,.222,,,,2,9,.222,.222,2,3,.667,,,4,3,,,,6,6
115,John Pilch,F,26,MNL,9,,41,1,10,.100,,,,1,10,.100,.100,3,6,.500,,,9,2,,,,10,5
116,Zeke Sinicola,G,23,FTW,3,,15,1,4,.250,,,,1,4,.250,.250,0,2,.000,,,1,0,,,,2,2
