Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS▼
69,Greg Smith,PF,24,MIL,82,,2428,409,799,.512,,,,409,799,.512,.512,141,213,.662,,,589,227,,,,284,959
70,Flynn Robinson,SG,29,CIN,71,,1368,374,817,.458,,,,374,817,.458,.458,195,228,.855,,,143,138,,,,161,943
71,John Warren,PG,23,CLE,82,,2610,380,899,.423,,,,380,899,.423,.423,180,217,.829,,,344,347,,,,299,940
72,Don Adams,SF,23,SDR,82,,2374,391,957,.409,,,,391,957,.409,.409,155,212,.731,,,581,173,,,,344,937
73,Don Chaney,SG,24,BOS,81,,2289,348,766,.454,,,,348,766,.454,.454,234,313,.748,,,463,235,,,,288,930
74,John Hummer,C,22,BUF,81,,2637,339,764,.444,,,,339,764,.444,.444,235,405,.580,,,717,163,,,,284,913
75,Herm Gilliam,SG,24,BUF,80,,2082,378,896,.422,,,,378,896,.422,.422,142,189,.751,,,334,291,,,,246,898
76,Dave Sorenson,PF,22,CLE,79,,1940,353,794,.445,,,,353,794,.445,.445,184,229,.803,,,486,163,,,,181,890
77,Tom Boerwinkle,C,25,CHI,82,,2370,357,736,.485,,,,357,736,.485,.485,168,232,.724,,,1133,397,,,,275,882
78,Mel Counts,C,29,PHO,80,,1669,365,799,.457,,,,365,799,.457,.457,149,198,.753,,,503,136,,,,279,879
79,Bailey Howell*,PF,34,PHI,82,,1589,324,686,.472,,,,324,686,.472,.472,230,315,.730,,,441,115,,,,234,878
80,Joe Ellis,SF,26,SFW,80,,2275,356,898,.396,,,,356,898,.396,.396,151,203,.744,,,511,161,,,,287,863
81,Mike Davis,SG,24,BUF,73,,1617,317,774,.410,,,,317,774,.410,.410,199,262,.760,,,187,153,,,,220,833
82,Lee Winfield,PG,23,SEA,79,,1605,334,716,.466,,,,334,716,.466,.466,162,244,.664,,,193,225,,,,135,830
83,Keith Erickson,SF,26,LAL,73,,2272,369,783,.471,,,,369,783,.471,.471,85,112,.759,,,404,223,,,,241,823
84,McCoy McLemore,SF,28,TOT,86,,2254,303,787,.385,,,,303,787,.385,.385,204,261,.782,,,568,206,,,,235,810
85,Fred Carter,SG,25,BAL,77,,1707,340,815,.417,,,,340,815,.417,.417,119,183,.650,,,251,165,,,,165,799
86,Jim Fox,C,27,CHI,82,,1628,280,611,.458,,,,280,611,.458,.458,239,321,.745,,,598,196,,,,213,799
87,John Trapp,SF,25,SDR,82,,2080,322,766,.420,,,,322,766,.420,.420,142,188,.755,,,510,138,,,,337,786
88,Bob Weiss,PG,28,CHI,82,,2237,278,659,.422,,,,278,659,.422,.422,226,269,.840,,,189,387,,,,216,782
89,Terry Dischinger,SF,30,DET,65,,1855,304,568,.535,,,,304,568,.535,.535,161,211,.763,,,339,113,,,,189,769
90,Steve Kuberski,PF,23,BOS,82,,1867,313,745,.420,,,,313,745,.420,.420,133,183,.727,,,538,78,,,,198,759
91,Dave Stallworth,SF,29,NYK,81,,1565,295,685,.431,,,,295,685,.431,.431,169,230,.735,,,352,106,,,,175,759
92,Otto Moore,C,24,DET,82,,1926,310,696,.445,,,,310,696,.445,.445,121,219,.553,,,700,88,,,,182,741
93,Tom Meschery,PF,32,SEA,79,,1822,285,615,.463,,,,285,615,.463,.463,162,216,.750,,,485,108,,,,202,732
94,Bob Boozer,PF,33,MIL,80,,1775,290,645,.450,,,,290,645,.450,.450,148,181,.818,,,435,128,,,,216,728
95,Em Bryant,PG,32,BUF,73,,2137,288,684,.421,,,,288,684,.421,.421,151,203,.744,,,262,352,,,,266,727
96,Shaler Halimon,SF-SG,25,TOT,81,,1652,301,783,.384,,,,301,783,.384,.384,107,162,.660,,,417,215,,,,183,709
97,John Block,PF,26,SDR,73,,1464,245,584,.420,,,,245,584,.420,.420,212,270,.785,,,442,98,,,,193,702
98,Spencer Haywood*,PF,21,SEA,33,,1162,260,579,.449,,,,260,579,.449,.449,160,218,.734,,,396,48,,,,84,680
99,Jim McMillian,SF,22,LAL,81,,1747,289,629,.459,,,,289,629,.459,.459,100,130,.769,,,330,133,,,,122,678
100,Jim Davis,C,29,ATL,82,,1864,241,503,.479,,,,241,503,.479,.479,195,288,.677,,,546,108,,,,253,677
101,Howard Komives,PG,29,DET,82,,1932,275,715,.385,,,,275,715,.385,.385,121,151,.801,,,152,262,,,,184,671
102,Zaid Abdul-Aziz,C,24,SEA,61,,1276,263,597,.441,,,,263,597,.441,.441,139,188,.739,,,468,42,,,,118,665
103,Dale Schlueter,C,25,POR,80,,1823,257,527,.488,,,,257,527,.488,.488,143,218,.656,,,629,192,,,,265,657
104,Pete Cross,C,22,SEA,79,,2194,245,554,.442,,,,245,554,.442,.442,140,203,.690,,,949,113,,,,212,630
105,Charlie Paulk,PF,24,CIN,68,,1213,274,637,.430,,,,274,637,.430,.430,79,131,.603,,,320,27,,,,186,627
106,Eddie Miles,SG,30,BAL,63,,1541,252,591,.426,,,,252,591,.426,.426,118,147,.803,,,167,110,,,,119,622
107,Jerry Chambers,SF,27,ATL,65,,1168,237,526,.451,,,,237,526,.451,.451,106,134,.791,,,245,61,,,,119,580
108,Barry Clemens,SF,27,SEA,78,,1286,247,526,.470,,,,247,526,.470,.470,83,114,.728,,,243,92,,,,169,577
109,Nick Jones,SG,25,SFW,81,,1183,225,523,.430,,,,225,523,.430,.430,111,151,.735,,,110,113,,,,192,561
110,Ed Manning,PF,27,POR,79,,1558,243,559,.435,,,,243,559,.435,.435,75,93,.806,,,411,111,,,,198,561
111,Luther Rackley,C,24,CLE,74,,1434,219,470,.466,,,,219,470,.466,.466,121,190,.637,,,394,66,,,,186,559
112,John Tresvant,PF,31,TOT,75,,1517,202,436,.463,,,,202,436,.463,.463,146,205,.712,,,382,86,,,,196,550
113,Willie McCarter,SG,24,LAL,76,,1369,247,592,.417,,,,247,592,.417,.417,46,77,.597,,,122,126,,,,152,540
114,Luke Jackson,C,29,PHI,79,,1774,199,529,.376,,,,199,529,.376,.376,131,189,.693,,,568,148,,,,211,529
115,Cazzie Russell,SF,26,NYK,57,,1056,216,504,.429,,,,216,504,.429,.429,92,119,.773,,,192,77,,,,74,524
116,Hank Finkel,C,28,BOS,80,,1234,214,489,.438,,,,214,489,.438,.438,93,127,.732,,,343,79,,,,196,521
117,Bob Portman,SG,23,SFW,68,,1395,221,483,.458,,,,221,483,.458,.458,77,106,.726,,,321,67,,,,130,519
118,Matt Guokas,SG,26,TOT,79,,2213,206,418,.493,,,,206,418,.493,.493,101,138,.732,,,158,342,,,,189,513
119,Dennis Awtrey,C,22,PHI,70,,1292,200,421,.475,,,,200,421,.475,.475,104,157,.662,,,430,89,,,,211,504
120,Clyde Lee,C,26,SFW,82,,1392,194,428,.453,,,,194,428,.453,.453,111,199,.558,,,570,63,,,,137,499
121,Bill Hewitt,PF,26,DET,62,,1725,203,435,.467,,,,203,435,.467,.467,69,120,.575,,,454,124,,,,189,475
122,Art Harris,PG,24,PHO,56,,952,199,484,.411,,,,199,484,.411,.411,69,113,.611,,,100,132,,,,137,467
123,Bobby Lewis,SG,25,CLE,79,,1852,179,484,.370,,,,179,484,.370,.370,109,152,.717,,,206,244,,,,176,467
124,Bob Quick,SF,24,DET,56,,1146,155,341,.455,,,,155,341,.455,.455,138,176,.784,,,230,56,,,,142,448
125,Lucius Allen,PG,23,MIL,61,,1162,178,398,.447,,,,178,398,.447,.447,77,110,.700,,,152,161,,,,108,433
126,Larry Siegfried,PG,31,SDR,53,,1673,146,378,.386,,,,146,378,.386,.386,130,153,.850,,,207,346,,,,146,422
127,Gary Gregor,PF,25,POR,44,,1153,181,421,.430,,,,181,421,.430,.430,59,89,.663,,,334,81,,,,120,421
128,Greg Hyder,SF,22,CIN,77,,1359,183,409,.447,,,,183,409,.447,.447,51,71,.718,,,332,48,,,,187,417
129,Wali Jones,SG,28,PHI,41,,962,168,418,.402,,,,168,418,.402,.402,79,101,.782,,,64,128,,,,110,415
130,Rudy Tomjanovich*,PF,22,SDR,77,,1062,168,439,.383,,,,168,439,.383,.383,73,112,.652,,,381,73,,,,124,409
131,Lamar Green,PF,23,PHO,68,,1326,167,369,.453,,,,167,369,.453,.453,64,106,.604,,,466,53,,,,202,398
132,Mike Riordan,SF,25,NYK,82,,1320,162,388,.418,,,,162,388,.418,.418,67,108,.620,,,169,121,,,,151,391
133,Cornell Warner,C,22,BUF,65,,1293,156,376,.415,,,,156,376,.415,.415,79,143,.552,,,452,53,,,,140,391
134,Gar Heard,PF,22,SEA,65,,1027,152,399,.381,,,,152,399,.381,.381,82,125,.656,,,328,45,,,,126,386
135,Terry Driscoll,PF,23,DET,69,,1255,132,318,.415,,,,132,318,.415,.415,108,154,.701,,,402,54,,,,212,372
136,Fred Foster,SF,24,TOT,67,,909,148,368,.402,,,,148,368,.402,.402,73,106,.689,,,151,61,,,,115,369
137,Art Williams,PG,31,BOS,74,,1141,150,330,.455,,,,150,330,.455,.455,60,83,.723,,,205,233,,,,182,360
138,Rod Thorn*,SG,29,SEA,63,,767,141,299,.472,,,,141,299,.472,.472,69,102,.676,,,103,182,,,,60,351
139,Bobby Washington,PG,23,CLE,47,,823,123,310,.397,,,,123,310,.397,.397,104,140,.743,,,105,190,,,,105,350
140,Rick Roberson,C,23,LAL,65,,909,125,301,.415,,,,125,301,.415,.415,88,143,.615,,,304,47,,,,125,338
141,Phil Jackson*,PF,25,NYK,71,,771,118,263,.449,,,,118,263,.449,.449,95,133,.714,,,238,31,,,,169,331
142,John Wetzel,SG,26,PHO,70,,1091,124,288,.431,,,,124,288,.431,.431,83,101,.822,,,153,114,,,,156,331
143,Joe Cooke,SG,22,CLE,73,,725,134,341,.393,,,,134,341,.393,.393,48,59,.814,,,114,93,,,,135,316
144,Erwin Mueller,PF,26,DET,52,,1224,126,309,.408,,,,126,309,.408,.408,60,108,.556,,,223,113,,,,99,312
145,Connie Dierking,C,34,TOT,54,,737,125,322,.388,,,,125,322,.388,.388,61,89,.685,,,234,60,,,,114,311
146,Bob Arnzen,SF,23,CIN,55,,594,128,277,.462,,,,128,277,.462,.462,45,52,.865,,,152,24,,,,54,301
147,Bill Dinwiddie,PF,27,BOS,61,,717,123,328,.375,,,,123,328,.375,.375,54,74,.730,,,209,34,,,,90,300
148,Tom Black,C,29,TOT,71,,873,121,301,.402,,,,121,301,.402,.402,57,88,.648,,,259,44,,,,136,299
149,Fred Taylor,SG,22,PHO,54,,552,110,284,.387,,,,110,284,.387,.387,78,125,.624,,,86,51,,,,113,298
150,Bernie Williams,SG,25,SDR,56,,708,112,338,.331,,,,112,338,.331,.331,68,81,.840,,,85,113,,,,76,292
151,Steve Mix,SF,23,DET,35,,731,111,249,.446,,,,111,249,.446,.446,68,89,.764,,,164,34,,,,72,290
152,Johnny Baum,SF,24,CHI,62,,543,123,293,.420,,,,123,293,.420,.420,40,58,.690,,,125,31,,,,55,286
153,Fred Hetzel,SF,28,LAL,59,,613,111,256,.434,,,,111,256,.434,.434,60,77,.779,,,149,37,,,,99,282
154,Darrall Imhoff,C,32,CIN,34,,826,119,258,.461,,,,119,258,.461,.461,37,73,.507,,,233,79,,,,120,275
155,Toby Kimball,PF,28,SDR,80,,1100,111,287,.387,,,,111,287,.387,.387,51,108,.472,,,406,62,,,,128,273
156,Freddie Crawford,SG,29,TOT,51,,652,110,281,.391,,,,110,281,.391,.391,48,98,.490,,,104,78,,,,77,268
157,Pat Riley*,SG,25,LAL,54,,506,105,254,.413,,,,105,254,.413,.413,56,87,.644,,,54,72,,,,84,266
158,Jim King,PG,29,CHI,55,,645,100,228,.439,,,,100,228,.439,.439,64,79,.810,,,68,78,,,,55,264
159,Len Chappell,PF,30,TOT,48,,537,86,199,.432,,,,86,199,.432,.432,71,88,.807,,,151,17,,,,72,243
160,George Wilson,PF,28,BUF,46,,713,92,269,.342,,,,92,269,.342,.342,56,69,.812,,,230,48,,,,99,240
161,Dorie Murrey,PF,27,TOT,71,,716,78,178,.438,,,,78,178,.438,.438,75,112,.670,,,221,32,,,,149,231
162,Jimmy Collins,SG,24,CHI,55,,478,92,214,.430,,,,92,214,.430,.430,35,45,.778,,,54,60,,,,43,219
163,Ron Knight,PF,23,POR,52,,662,99,230,.430,,,,99,230,.430,.430,19,38,.500,,,167,50,,,,99,217
164,Dick Cunningham,C,24,MIL,76,,675,81,195,.415,,,,81,195,.415,.415,39,59,.661,,,257,43,,,,90,201
165,John Vallely,SG,22,ATL,51,,430,73,204,.358,,,,73,204,.358,.358,45,59,.763,,,34,47,,,,50,191
166,Johnny Egan,PG,32,TOT,62,,824,67,178,.376,,,,67,178,.376,.376,42,51,.824,,,63,112,,,,71,176
167,Greg Howard,PF,23,PHO,44,,426,68,173,.393,,,,68,173,.393,.393,37,58,.638,,,119,26,,,,67,173
168,Gary Freeman,SF,22,TOT,52,,382,69,134,.515,,,,69,134,.515,.515,29,40,.725,,,106,35,,,,67,167
169,Larry Mikan,SF,22,CLE,53,,536,62,186,.333,,,,62,186,.333,.333,34,55,.618,,,139,41,,,,56,158
170,Bob Christian,C,24,ATL,54,,524,55,127,.433,,,,55,127,.433,.433,40,64,.625,,,177,30,,,,118,150
171,Nate Bowman,C,27,BUF,44,,483,58,148,.392,,,,58,148,.392,.392,20,38,.526,,,173,41,,,,91,136
172,Levi Fontaine,SG,22,SFW,35,,210,53,145,.366,,,,53,145,.366,.366,28,37,.757,,,15,22,,,,27,134
173,Paul Long,SG,26,BUF,30,,213,57,120,.475,,,,57,120,.475,.475,20,24,.833,,,31,25,,,,23,134
174,Al Tucker,PF,27,BAL,31,,276,52,115,.452,,,,52,115,.452,.452,25,31,.806,,,73,7,,,,33,129
175,Bob Rule,C,26,SEA,4,,142,47,98,.480,,,,47,98,.480,.480,25,30,.833,,,46,7,,,,14,119
176,Bill Zopf,PG,22,MIL,53,,398,49,135,.363,,,,49,135,.363,.363,20,36,.556,,,46,73,,,,34,118
177,Rex Morgan,SG,22,BOS,34,,266,41,102,.402,,,,41,102,.402,.402,35,54,.648,,,61,22,,,,58,117
178,Adrian Smith,SG,34,SFW,21,,247,38,89,.427,,,,38,89,.427,.427,35,41,.854,,,24,30,,,,24,111
179,Garfield Smith,C,25,BOS,37,,281,42,116,.362,,,,42,116,.362,.362,22,56,.393,,,95,9,,,,53,106
180,Bill Hosket,PF,24,BUF,13,,217,47,90,.522,,,,47,90,.522,.522,11,17,.647,,,75,20,,,,27,105
181,Greg Fillmore,C,23,NYK,39,,271,45,102,.441,,,,45,102,.441,.441,13,27,.481,,,93,17,,,,80,103
182,George Johnson,C,23,BAL,24,,337,41,100,.410,,,,41,100,.410,.410,11,30,.367,,,114,10,,,,63,93
183,Mike Silliman,SF,26,BUF,36,,366,36,79,.456,,,,36,79,.456,.456,19,39,.487,,,62,23,,,,37,91
184,Herb White,PG,22,ATL,38,,315,34,84,.405,,,,34,84,.405,.405,22,39,.564,,,48,47,,,,62,90
185,Cliff Anderson,SG,26,TOT,28,,198,20,65,.308,,,,20,65,.308,.308,46,67,.687,,,48,20,,,,29,86
186,Mike Price,SG,22,NYK,56,,251,30,81,.370,,,,30,81,.370,.370,24,34,.706,,,29,12,,,,57,84
187,Gary Zeller,SG,23,BAL,50,,226,34,115,.296,,,,34,115,.296,.296,15,28,.536,,,27,7,,,,43,83
188,Al Attles*,PG,34,SFW,34,,321,22,54,.407,,,,22,54,.407,.407,24,41,.585,,,40,58,,,,59,68
189,Bud Ogden,SF,24,PHI,27,,133,24,66,.364,,,,24,66,.364,.364,18,26,.692,,,20,17,,,,21,66
190,Harvey Marlatt,SG,22,DET,23,,214,25,80,.313,,,,25,80,.313,.313,15,18,.833,,,23,30,,,,27,65
191,Bill Turner,SF,26,SFW,18,,200,26,82,.317,,,,26,82,.317,.317,13,20,.650,,,42,8,,,,24,65
192,Jeff Webb,SG,22,MIL,29,,300,27,78,.346,,,,27,78,.346,.346,11,15,.733,,,24,19,,,,33,65
193,Moe Barr,G,26,CIN,31,,145,25,62,.403,,,,25,62,.403,.403,11,13,.846,,,20,28,,,,27,61
194,Eddie Mast,PF,22,NYK,30,,164,25,66,.379,,,,25,66,.379,.379,11,20,.550,,,56,4,,,,25,61
195,Walt Gilmore,PF,23,POR,27,,261,23,54,.426,,,,23,54,.426,.426,12,26,.462,,,73,12,,,,49,58
196,Joe Thomas,SF,22,PHO,39,,204,23,86,.267,,,,23,86,.267,.267,9,20,.450,,,43,17,,,,19,55
197,Curtis Perry,C,22,SDR,18,,100,21,48,.438,,,,21,48,.438,.438,11,20,.550,,,30,5,,,,22,53
198,Ralph Ogden,F,23,SFW,32,,162,17,71,.239,,,,17,71,.239,.239,8,12,.667,,,32,9,,,,17,42
199,Gary Suiter,C-F,26,CLE,30,,140,19,54,.352,,,,19,54,.352,.352,4,9,.444,,,41,2,,,,20,42
200,Tom Sanders*,SF,32,BOS,17,,121,16,44,.364,,,,16,44,.364,.364,7,8,.875,,,17,11,,,,25,39
201,Jim Barnes,PF,29,BAL,11,,100,15,28,.536,,,,15,28,.536,.536,7,11,.636,,,16,8,,,,23,37
202,Jake Ford,G,24,SEA,5,,68,9,25,.360,,,,9,25,.360,.360,16,22,.727,,,9,9,,,,11,34
203,Paul Ruffner,C,22,CHI,10,,60,15,35,.429,,,,15,35,.429,.429,4,8,.500,,,16,2,,,,10,34
204,Claude English,F,24,POR,18,,70,11,42,.262,,,,11,42,.262,.262,5,7,.714,,,20,6,,,,15,27
205,Willie Williams,F,24,TOT,25,,105,10,42,.238,,,,10,42,.238,.238,3,5,.600,,,23,8,,,,14,23
206,Elgin Baylor*,SF,36,LAL,2,,57,8,19,.421,,,,8,19,.421,.421,4,6,.667,,,11,2,,,,6,20
207,Bob Riley,F,22,ATL,7,,39,4,9,.444,,,,4,9,.444,.444,5,9,.556,,,12,1,,,,5,13
208,Rich Johnson,C,24,BOS,1,,13,4,5,.800,,,,4,5,.800,.800,0,0,,,,5,0,,,,3,8
209,Marv Winkler,G,22,MIL,3,,14,3,10,.300,,,,3,10,.300,.300,2,2,1.000,,,4,2,,,,3,8
210,Al Henry,C,21,PHI,6,,26,1,6,.167,,,,1,6,.167,.167,5,7,.714,,,11,0,,,,1,7
