Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS▼
18,Ken Murray,SG,22,TOT,66,,,301,887,.339,,,,301,887,.339,.339,248,332,.747,,,355,202,,,,164,850
19,George Ratkovicz,PF,28,SYR,66,,,264,636,.415,,,,264,636,.415,.415,321,439,.731,,,547,193,,,,256,849
20,Harry Gallatin*,F-C,23,NYK,66,,,293,705,.416,,,,293,705,.416,.416,259,354,.732,,,800,180,,,,244,845
21,Red Rocha,C,27,BLB,64,,,297,843,.352,,,,297,843,.352,.352,242,299,.809,,,511,147,,,,242,836
22,Max Zaslofsky,SG,25,NYK,66,,,302,853,.354,,,,302,853,.354,.354,231,298,.775,,,228,136,,,,150,835
23,Jack Coleman,PF,26,ROC,67,,,315,749,.421,,,,315,749,.421,.421,134,172,.779,,,584,197,,,,193,764
24,Andy Phillip*,G-F,28,PHW,66,,,275,690,.399,,,,275,690,.399,.399,190,253,.751,,,446,414,,,,221,740
25,Bobby Wanzer*,G,29,ROC,68,,,252,628,.401,,,,252,628,.401,.401,232,273,.850,,,232,181,,,,129,736
26,Belus Smawley,SG,32,TOT,60,,,252,663,.380,,,,252,663,.380,.380,227,267,.850,,,178,161,,,,145,731
27,Jack Kerris,PF,26,FTW,68,,,255,689,.370,,,,255,689,.370,.370,201,295,.681,,,477,181,,,,253,711
28,Bill Gabor,SG,28,SYR,61,,,255,745,.342,,,,255,745,.342,.342,179,242,.740,,,150,125,,,,213,689
29,George Senesky,PG,28,PHW,65,,,249,703,.354,,,,249,703,.354,.354,181,238,.761,,,326,342,,,,144,679
30,Mike Todorovich,F-C,27,TRI,66,,,221,715,.309,,,,221,715,.309,.309,211,301,.701,,,455,179,,,,197,653
31,Arnie Johnson,SF,30,ROC,68,,,185,403,.459,,,,185,403,.459,.459,269,371,.725,,,449,175,,,,290,639
32,Sonny Hertzberg,G,28,BOS,65,,,206,651,.316,,,,206,651,.316,.316,223,270,.826,,,260,244,,,,156,635
33,Jim Pollard*,SF,28,MNL,54,,,256,728,.352,,,,256,728,.352,.352,117,156,.750,,,484,184,,,,157,629
34,Noble Jorgensen,C,25,TOT,63,,,223,600,.372,,,,223,600,.372,.372,182,265,.687,,,338,91,,,,237,628
35,Chuck Cooper*,F,24,BOS,66,,,207,601,.344,,,,207,601,.344,.344,201,267,.753,,,562,174,,,,219,615
36,Connie Simmons,C-F,25,NYK,66,,,229,613,.374,,,,229,613,.374,.374,146,208,.702,,,426,117,,,,222,604
37,Ralph Johnson,PG,29,FTW,68,,,235,737,.319,,,,235,737,.319,.319,114,162,.704,,,275,183,,,,247,584
38,Slater Martin*,PG,25,MNL,68,,,227,627,.362,,,,227,627,.362,.362,121,177,.684,,,246,235,,,,199,575
39,Paul Walther,SG,23,INO,63,,,213,634,.336,,,,213,634,.336,.336,145,209,.694,,,226,225,,,,201,571
40,Bill Closs,SF,29,PHW,65,,,202,631,.320,,,,202,631,.320,.320,166,223,.744,,,401,110,,,,156,570
41,Don Otten,C,29,TOT,67,,,162,479,.338,,,,162,479,.338,.338,246,308,.799,,,404,62,,,,255,570
42,John Oldham,G,27,FTW,68,,,199,597,.333,,,,199,597,.333,.333,171,292,.586,,,242,127,,,,242,569
43,Nat Clifton*,PF,28,NYK,65,,,211,656,.322,,,,211,656,.322,.322,140,263,.532,,,491,162,,,,269,562
44,Leo Barnhorst,SF,26,INO,68,,,232,671,.346,,,,232,671,.346,.346,82,119,.689,,,296,218,,,,197,546
45,Dick McGuire*,PG,25,NYK,64,,,179,482,.371,,,,179,482,.371,.371,179,276,.649,,,334,400,,,,154,537
46,Kleggie Hermsen,C-F,27,TOT,71,,,189,644,.293,,,,189,644,.293,.293,155,237,.654,,,448,92,,,,261,533
47,Bob Lavoy,PF,24,INO,63,,,221,619,.357,,,,221,619,.357,.357,84,133,.632,,,310,76,,,,190,526
48,Ed Mikan,C,25,TOT,61,,,193,556,.347,,,,193,556,.347,.347,137,189,.725,,,344,63,,,,194,523
49,Bill Calhoun,SG,23,ROC,66,,,175,506,.346,,,,175,506,.346,.346,161,228,.706,,,199,99,,,,87,511
50,Chick Halbert,C,31,TOT,68,,,164,449,.365,,,,164,449,.365,.365,172,248,.694,,,539,158,,,,216,500
51,Walt Budko,PF,25,BLB,64,,,165,464,.356,,,,165,464,.356,.356,166,223,.744,,,452,135,,,,203,496
52,Red Holzman*,PG,30,ROC,68,,,183,561,.326,,,,183,561,.326,.326,130,179,.726,,,152,147,,,,94,496
53,Kenny Sailors,G,30,TOT,60,,,181,533,.340,,,,181,533,.340,.340,131,180,.728,,,120,150,,,,196,493
54,Dick Mehen,PF,28,TOT,66,,,192,532,.361,,,,192,532,.361,.361,90,123,.732,,,223,118,,,,149,474
55,Alex Hannum*,PF,27,SYR,63,,,182,494,.368,,,,182,494,.368,.368,107,197,.543,,,301,119,,,,271,471
56,Joe Holland,SF,25,INO,67,,,196,594,.330,,,,196,594,.330,.330,78,137,.569,,,344,150,,,,228,470
57,Al Cervi*,PG,33,SYR,53,,,132,346,.382,,,,132,346,.382,.382,194,237,.819,,,152,208,,,,180,458
58,Duane Klueh,G,25,FTW,61,,,157,458,.343,,,,157,458,.343,.343,135,184,.734,,,183,82,,,,143,449
59,Cal Christensen,SF,23,TRI,67,,,134,445,.301,,,,134,445,.301,.301,175,245,.714,,,523,161,,,,266,443
60,Frank Kudelka,G-F,25,TOT,62,,,179,518,.346,,,,179,518,.346,.346,83,119,.697,,,158,105,,,,211,441
61,Don Rehfeldt,SF,24,BLB,59,,,164,426,.385,,,,164,426,.385,.385,103,139,.741,,,251,68,,,,146,431
62,Ray Lumpp,G,27,NYK,64,,,153,379,.404,,,,153,379,.404,.404,124,160,.775,,,125,115,,,,160,430
63,Bob Donham,SG,24,BOS,68,,,151,298,.507,,,,151,298,.507,.507,114,229,.498,,,235,139,,,,179,416
64,Bob Harrison,G,23,MNL,68,,,150,432,.347,,,,150,432,.347,.347,101,128,.789,,,172,195,,,,218,401
65,Brady Walker,PF,29,TOT,66,,,164,416,.394,,,,164,416,.394,.394,72,103,.699,,,354,111,,,,82,400
66,Warren Perkins,G-F,28,TRI,66,,,135,428,.315,,,,135,428,.315,.315,126,195,.646,,,319,143,,,,232,396
67,Johnny Macknowski,G-F,28,SYR,58,,,131,435,.301,,,,131,435,.301,.301,122,170,.718,,,110,69,,,,134,384
68,Ed Leede,F-G,23,BOS,57,,,119,370,.322,,,,119,370,.322,.322,140,189,.741,,,118,95,,,,144,378
69,Bill Sharman*,SG,24,WSC,31,,,141,381,.370,,,,141,381,.370,.370,96,108,.889,,,110,39,,,,86,378
70,Paul Seymour,G-F,23,SYR,51,,,125,385,.325,,,,125,385,.325,.325,117,159,.736,,,194,187,,,,138,367
71,Paul Hoffman,G-F,25,BLB,41,,,127,399,.318,,,,127,399,.318,.318,105,156,.673,,,202,111,,,,135,359
72,Ed Peterson,C,26,TOT,53,,,130,384,.339,,,,130,384,.339,.339,99,150,.660,,,288,66,,,,188,359
73,Arnie Ferrin,F-G,25,MNL,68,,,119,373,.319,,,,119,373,.319,.319,114,164,.695,,,271,107,,,,220,352
74,Ernie Vandeweghe,F-G,22,NYK,44,,,135,336,.402,,,,135,336,.402,.402,68,97,.701,,,195,121,,,,144,338
75,Vern Gardner,SG,25,PHW,61,,,129,383,.337,,,,129,383,.337,.337,69,97,.711,,,237,89,,,,149,327
76,Harry Boykoff,C,28,TOT,48,,,126,336,.375,,,,126,336,.375,.375,74,100,.740,,,220,60,,,,197,326
77,Bob Carpenter,F-C,33,TOT,56,,,109,335,.325,,,,109,335,.325,.325,105,128,.820,,,229,79,,,,115,323
78,George Kaftan,SF,22,NYK,61,,,111,286,.388,,,,111,286,.388,.388,78,125,.624,,,153,74,,,,102,300
79,Dick Schnittker,SF,22,WSC,29,,,86,209,.411,,,,86,209,.411,.411,123,142,.866,,,153,41,,,,82,295
80,Ron Livingstone,C,25,PHW,63,,,104,353,.295,,,,104,353,.295,.295,76,109,.697,,,297,76,,,,220,284
81,Bob Harris,F-C,23,TOT,56,,,98,295,.332,,,,98,295,.332,.332,86,127,.677,,,291,64,,,,157,282
82,Pep Saul,SG,26,ROC,65,,,105,310,.339,,,,105,310,.339,.339,72,105,.686,,,84,68,,,,85,282
83,Kevin O'Shea,G,25,MNL,63,,,87,267,.326,,,,87,267,.326,.326,97,134,.724,,,125,100,,,,99,271
84,John Mahnken,C,28,TOT,58,,,111,351,.316,,,,111,351,.316,.316,45,70,.643,,,219,77,,,,164,267
85,Bones McKinney,SF,32,TOT,44,,,102,327,.312,,,,102,327,.312,.312,58,81,.716,,,198,85,,,,136,262
86,Ariel Maughan,F,27,WSC,35,,,78,250,.312,,,,78,250,.312,.312,98,123,.797,,,141,48,,,,91,254
87,Wah Wah Jones,PF,24,INO,22,,,93,237,.392,,,,93,237,.392,.392,61,77,.792,,,125,85,,,,74,247
88,Tony Jaros,F-G,30,MNL,63,,,88,287,.307,,,,88,287,.307,.307,65,103,.631,,,131,72,,,,131,241
89,Don Lofgran,F-C,21,TOT,61,,,79,270,.293,,,,79,270,.293,.293,79,127,.622,,,157,36,,,,132,237
90,John Logan,G,30,TRI,30,,,84,269,.312,,,,84,269,.312,.312,63,84,.750,,,134,119,,,,70,231
91,Tommy Byrnes,F-G,27,TOT,47,,,81,267,.303,,,,81,267,.303,.303,55,84,.655,,,71,69,,,,81,217
92,Alan Sawyer,F,23,WSC,33,,,87,235,.370,,,,87,235,.370,.370,43,50,.860,,,121,25,,,,75,217
93,Mal McMullen,F-C,23,INO,51,,,78,277,.282,,,,78,277,.282,.282,48,82,.585,,,128,33,,,,109,204
94,Curly Armstrong,G-F,32,FTW,38,,,72,232,.310,,,,72,232,.310,.310,58,90,.644,,,89,77,,,,97,202
95,Gene James,F,25,TOT,48,,,79,235,.336,,,,79,235,.336,.336,44,71,.620,,,141,70,,,,118,202
96,Gerry Calabrese,SG,25,SYR,46,,,70,197,.355,,,,70,197,.355,.355,61,88,.693,,,65,65,,,,80,201
97,Bud Grant,F,23,MNL,61,,,53,184,.288,,,,53,184,.288,.288,52,83,.627,,,115,71,,,,106,158
98,Cliff Barker,SG,30,INO,56,,,51,202,.252,,,,51,202,.252,.252,50,77,.649,,,100,115,,,,98,152
99,Jim Riffey,F,27,FTW,35,,,65,185,.351,,,,65,185,.351,.351,20,26,.769,,,61,16,,,,54,150
100,Nelson Bobb,PG,26,PHW,53,,,52,158,.329,,,,52,158,.329,.329,44,79,.557,,,101,82,,,,83,148
101,Joe Hutton,SG,22,MNL,60,,,59,180,.328,,,,59,180,.328,.328,29,43,.674,,,102,53,,,,89,147
102,Leo Mogus,F-C,29,PHW,57,,,43,122,.352,,,,43,122,.352,.352,53,86,.616,,,102,32,,,,60,139
103,Gene Vance,G-F,27,TRI,29,,,46,114,.404,,,,46,114,.404,.404,47,67,.701,,,94,57,,,,98,139
104,Billy Hassett,G,29,BLB,31,,,45,160,.281,,,,45,160,.281,.281,43,63,.683,,,34,47,,,,72,133
105,Paul Noel,F,26,ROC,52,,,49,174,.282,,,,49,174,.282,.282,32,45,.711,,,81,34,,,,61,130
106,Tex Ritter,G-F,26,NYK,34,,,39,103,.379,,,,39,103,.379,.379,49,71,.690,,,65,37,,,,52,127
107,Norm Mager,F,24,BLB,24,,,40,142,.282,,,,40,142,.282,.282,44,56,.786,,,47,23,,,,68,124
108,John Hargis,G-F,30,TOT,29,,,48,127,.378,,,,48,127,.378,.378,27,42,.643,,,66,25,,,,58,123
109,Joe McNamee,SF,24,ROC,60,,,48,167,.287,,,,48,167,.287,.287,27,42,.643,,,101,18,,,,88,123
110,Ray Corley,G,23,TOT,34,,,46,152,.303,,,,46,152,.303,.303,30,55,.545,,,77,60,,,,52,122
111,Tony Lavelli,F,24,NYK,30,,,32,93,.344,,,,32,93,.344,.344,35,41,.854,,,59,23,,,,56,99
112,Bruce Hale,G-F,32,INO,26,,,40,135,.296,,,,40,135,.296,.296,14,23,.609,,,49,42,,,,30,94
113,Chuck Mrazovich,F,26,INO,25,,,28,80,.350,,,,28,80,.350,.350,29,48,.604,,,40,13,,,,52,85
114,Art Burris,SF,26,FTW,33,,,28,113,.248,,,,28,113,.248,.248,21,36,.583,,,106,27,,,,51,77
115,Ed Bartels,F,25,WSC,17,,,24,97,.247,,,,24,97,.247,.247,24,46,.522,,,84,12,,,,54,72
116,Jack Nichols,PF,24,TRI,6,,,27,79,.342,,,,27,79,.342,.342,16,21,.762,,,63,15,,,,23,70
117,Herb Scherer,C,22,TRI,20,,,24,84,.286,,,,24,84,.286,.286,20,35,.571,,,50,17,,,,56,68
118,Dick O'Keefe,G-F,27,WSC,17,,,21,102,.206,,,,21,102,.206,.206,25,39,.641,,,37,25,,,,48,67
119,Ike Borsavage,C-F,26,PHW,24,,,26,74,.351,,,,26,74,.351,.351,12,18,.667,,,24,4,,,,34,64
120,Ed Stanczak,F,29,BOS,19,,,12,50,.240,,,,12,50,.240,.240,36,45,.800,,,36,7,,,,48,60
121,Ed Gayda,G-F,23,TRI,15,,,19,46,.413,,,,19,46,.413,.413,18,24,.750,,,39,13,,,,34,56
122,Joe Dolhon,G,23,BLB,13,,,17,56,.304,,,,17,56,.304,.304,17,23,.739,,,18,19,,,,32,51
123,Chuck Gilmur,F-C,28,WSC,16,,,17,61,.279,,,,17,61,.279,.279,17,32,.531,,,75,17,,,,57,51
124,Earl Lloyd*,SF,22,WSC,7,,,16,35,.457,,,,16,35,.457,.457,11,13,.846,,,47,11,,,,26,43
125,Don Carlson,G-F,31,BLB,9,,,17,46,.370,,,,17,46,.370,.370,8,16,.500,,,15,19,,,,23,42
126,Andy Duncan,F-C,28,BOS,14,,,7,40,.175,,,,7,40,.175,.175,15,22,.682,,,30,8,,,,32,29
127,Leroy Chollet,F,25,SYR,14,,,6,51,.118,,,,6,51,.118,.118,12,19,.632,,,15,12,,,,29,24
128,Tommy O'Keefe,G,22,TOT,6,,,10,28,.357,,,,10,28,.357,.357,3,4,.750,,,7,10,,,,5,23
129,Ed Beach,F,22,TOT,12,,,8,38,.211,,,,8,38,.211,.211,6,9,.667,,,25,3,,,,14,22
130,Johnny Norlander,F,29,WSC,9,,,6,16,.375,,,,6,16,.375,.375,9,14,.643,,,9,5,,,,14,21
131,Hank DeZonie,C-F,28,TRI,5,,,6,25,.240,,,,6,25,.240,.240,5,7,.714,,,18,9,,,,6,17
132,Carl Shaeffer,F-G,26,INO,10,,,6,22,.273,,,,6,22,.273,.273,3,3,1.000,,,10,6,,,,15,15
133,Easy Parham,F-G,29,PHW,7,,,2,6,.333,,,,2,6,.333,.333,2,6,.333,,,9,2,,,,2,6
134,Ray Ellefson,C,28,NYK,3,,,0,4,.000,,,,0,4,.000,.000,4,4,1.000,,,8,0,,,,6,4
135,Leon Blevins,G,24,INO,2,,,1,4,.250,,,,1,4,.250,.250,0,1,.000,,,2,1,,,,3,2
